"GEOID","NAME","vacancy_totalE","vacancy_totalM","for_rentE","for_rentM","rented_not_occE","rented_not_occM","for_saleE","for_saleM","sold_not_occE","sold_not_occM","seasonal_rec_occaisionalE","seasonal_rec_occaisionalM","migrant_workerE","migrant_workerM","other_vacantE","other_vacantM"
"12801","ZCTA5 12801",844,201,147,82,41,48,32,37,52,63,205,100,0,19,367,134
"12816","ZCTA5 12816",586,103,54,51,9,13,10,11,0,12,324,60,0,12,189,75
"12828","ZCTA5 12828",359,179,41,65,0,17,0,17,0,17,59,68,0,17,259,152
"12305","ZCTA5 12305",943,177,142,76,22,34,0,17,12,18,8,12,0,17,759,162
"12406","ZCTA5 12406",290,102,2,3,0,12,15,20,0,12,215,76,0,12,58,58
"12421","ZCTA5 12421",588,119,31,36,0,12,16,25,0,12,541,111,0,12,0,12
"12428","ZCTA5 12428",780,201,0,17,0,17,6,9,40,63,378,132,0,17,356,157
"12446","ZCTA5 12446",755,211,42,68,0,17,15,23,42,48,487,177,0,17,169,103
"12472","ZCTA5 12472",183,87,8,12,0,12,0,12,0,12,35,41,0,12,140,79
"12473","ZCTA5 12473",177,89,0,12,0,12,8,15,0,12,124,72,0,12,45,49
"12495","ZCTA5 12495",180,96,0,12,0,12,0,12,0,12,154,88,0,12,26,41
"12507","ZCTA5 12507",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12538","ZCTA5 12538",353,155,24,39,0,19,0,19,48,53,134,84,0,19,147,100
"12547","ZCTA5 12547",189,100,0,12,0,12,0,12,0,12,39,51,0,12,150,88
"12553","ZCTA5 12553",707,205,93,82,56,63,88,72,30,45,175,131,0,22,265,150
"12567","ZCTA5 12567",373,93,0,12,0,12,2,3,0,12,259,82,13,21,99,53
"12570","ZCTA5 12570",123,80,0,17,0,17,15,23,0,17,44,55,0,17,64,48
"12721","ZCTA5 12721",648,182,45,43,3,5,33,49,36,40,303,123,0,17,228,114
"12723","ZCTA5 12723",548,96,0,12,0,12,12,13,0,12,472,92,0,12,64,40
"12724","ZCTA5 12724",103,54,7,11,0,12,0,12,0,12,86,54,0,12,10,18
"12734","ZCTA5 12734",258,81,0,12,0,12,28,30,0,12,175,70,0,12,55,42
"12743","ZCTA5 12743",232,71,0,12,0,12,0,12,0,12,232,71,0,12,0,12
"12749","ZCTA5 12749",258,76,0,12,0,12,7,12,0,12,237,75,0,12,14,23
"12771","ZCTA5 12771",722,181,0,19,0,19,120,85,20,25,75,50,0,19,507,162
"12780","ZCTA5 12780",226,108,28,45,0,12,78,67,0,12,92,74,0,12,28,44
"12785","ZCTA5 12785",199,105,47,54,0,12,0,12,0,12,52,63,0,12,100,87
"12792","ZCTA5 12792",142,61,0,12,0,12,0,12,0,12,121,54,0,12,21,25
"12812","ZCTA5 12812",225,38,0,12,0,12,4,7,0,12,208,35,0,12,13,11
"12823","ZCTA5 12823",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12832","ZCTA5 12832",635,183,26,33,0,17,48,63,9,14,222,118,0,17,330,147
"12835","ZCTA5 12835",1910,120,0,12,14,19,34,22,20,23,1745,127,0,12,97,40
"12850","ZCTA5 12850",248,100,0,12,0,12,0,12,7,11,192,91,0,12,49,42
"12853","ZCTA5 12853",537,114,24,38,0,12,39,45,0,12,412,100,0,12,62,47
"12855","ZCTA5 12855",188,31,0,12,0,12,0,12,0,12,153,30,0,12,35,19
"12870","ZCTA5 12870",1176,93,22,22,0,12,34,24,5,9,1076,87,0,12,39,24
"12874","ZCTA5 12874",295,54,0,12,0,12,6,9,6,9,275,49,0,12,8,11
"12914","ZCTA5 12914",55,26,0,12,0,12,0,12,0,12,14,16,0,12,41,22
"12916","ZCTA5 12916",173,93,17,19,0,12,0,12,27,38,0,12,0,12,129,79
"12917","ZCTA5 12917",48,24,0,12,0,12,4,5,0,12,18,15,0,12,26,20
"12937","ZCTA5 12937",112,40,9,14,0,12,17,16,8,13,29,24,0,12,49,31
"12946","ZCTA5 12946",1911,196,61,68,0,12,9,14,33,43,1695,204,0,12,113,91
"12950","ZCTA5 12950",116,37,0,12,0,12,0,12,0,12,101,38,0,12,15,12
"12985","ZCTA5 12985",62,64,0,12,0,12,0,12,0,12,22,22,0,12,40,61
"14814","ZCTA5 14814",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14818","ZCTA5 14818",264,131,0,12,0,12,2,4,0,12,246,128,0,12,16,27
"14820","ZCTA5 14820",106,40,0,12,0,12,7,11,0,12,63,33,0,12,36,26
"14841","ZCTA5 14841",464,164,0,12,0,12,52,80,0,12,362,166,0,12,50,79
"14842","ZCTA5 14842",319,133,0,12,0,12,0,12,0,12,239,112,0,12,80,87
"14870","ZCTA5 14870",181,89,58,67,0,17,28,44,0,17,17,14,0,17,78,55
"14886","ZCTA5 14886",319,114,71,47,0,17,0,17,0,17,143,65,0,17,105,91
"14057","ZCTA5 14057",149,93,0,17,7,12,57,71,0,17,40,33,0,17,45,52
"14068","ZCTA5 14068",210,133,107,102,28,45,0,17,0,17,0,17,0,17,75,84
"14069","ZCTA5 14069",39,39,0,12,0,12,6,11,0,12,33,38,0,12,0,12
"14101","ZCTA5 14101",405,99,0,12,0,12,35,46,0,12,289,87,0,12,81,55
"14102","ZCTA5 14102",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14063","ZCTA5 14063",707,215,91,64,65,56,163,127,0,19,294,161,0,19,94,77
"14065","ZCTA5 14065",141,60,0,12,7,11,0,12,32,32,72,37,0,12,30,29
"11553","ZCTA5 11553",272,103,45,43,0,22,76,55,9,13,17,25,0,22,125,73
"11559","ZCTA5 11559",341,146,17,28,0,17,76,83,53,56,90,87,0,17,105,82
"11565","ZCTA5 11565",140,97,0,17,0,17,0,17,27,42,0,17,0,17,113,89
"11545","ZCTA5 11545",281,84,11,17,0,19,57,36,74,50,24,19,0,19,115,66
"11563","ZCTA5 11563",328,158,42,45,0,22,92,92,84,92,20,32,0,22,90,82
"11569","ZCTA5 11569",168,103,0,12,0,12,0,12,52,58,116,89,0,12,0,12
"11581","ZCTA5 11581",477,196,97,84,0,22,36,58,160,120,85,71,0,22,99,78
"11691","ZCTA5 11691",1247,294,252,149,0,28,0,28,0,28,66,70,0,28,929,279
"11701","ZCTA5 11701",668,227,194,131,14,23,13,21,37,54,27,44,0,22,383,167
"11720","ZCTA5 11720",580,170,48,52,67,54,27,45,98,69,49,46,0,22,291,134
"11726","ZCTA5 11726",601,213,102,100,56,59,67,74,0,19,16,27,0,19,360,165
"11738","ZCTA5 11738",331,163,136,119,0,19,28,44,0,19,44,61,0,19,123,98
"11743","ZCTA5 11743",1375,245,143,78,50,55,209,98,120,72,214,97,0,25,639,191
"11693","ZCTA5 11693",630,173,144,84,0,19,59,49,18,25,100,57,0,19,309,133
"11944","ZCTA5 11944",1020,175,79,55,9,14,51,43,0,12,850,170,0,12,31,31
"11954","ZCTA5 11954",3206,222,120,90,0,12,9,14,0,12,2990,252,28,45,59,67
"11956","ZCTA5 11956",160,39,0,12,0,12,5,6,0,12,139,37,0,12,16,14
"11959","ZCTA5 11959",1317,140,0,12,0,12,0,12,0,12,1289,137,0,12,28,25
"11964","ZCTA5 11964",1567,205,0,12,0,12,29,46,0,12,1432,210,0,12,106,86
"11368","ZCTA5 11368",2102,269,268,147,109,67,192,79,52,41,262,109,22,24,1197,215
"11385","ZCTA5 11385",3070,356,957,201,65,51,72,65,222,119,351,91,0,28,1403,260
"11412","ZCTA5 11412",770,156,120,59,30,30,72,57,60,43,29,33,0,25,459,131
"11414","ZCTA5 11414",642,241,66,87,14,33,42,67,108,120,90,83,0,22,322,176
"11430","ZCTA5 11430",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"11518","ZCTA5 11518",429,197,86,96,0,17,98,93,117,91,0,17,0,17,128,134
"11542","ZCTA5 11542",691,240,318,179,0,22,67,61,130,86,82,73,0,22,94,78
"11548","ZCTA5 11548",27,35,0,12,0,12,0,12,0,12,0,12,0,12,27,35
"11558","ZCTA5 11558",141,91,0,17,0,17,0,17,0,17,0,17,0,17,141,91
"11560","ZCTA5 11560",231,91,3,5,0,17,55,58,17,27,62,29,0,17,94,60
"11579","ZCTA5 11579",131,77,25,39,0,17,24,38,25,41,0,17,0,17,57,41
"11694","ZCTA5 11694",904,223,229,124,0,22,9,13,65,56,342,139,0,22,259,123
"11697","ZCTA5 11697",1231,163,0,12,0,12,17,20,0,12,983,180,0,12,231,107
"11703","ZCTA5 11703",324,135,104,88,55,58,89,83,0,19,22,23,0,19,54,54
"11729","ZCTA5 11729",614,211,88,104,41,67,90,90,65,76,41,41,0,22,289,152
"11732","ZCTA5 11732",88,81,29,33,0,12,0,12,50,79,9,14,0,12,0,12
"11747","ZCTA5 11747",1004,282,197,133,53,85,268,151,91,112,204,147,0,19,191,124
"11751","ZCTA5 11751",351,135,47,59,0,19,52,44,0,19,46,43,0,19,206,121
"11758","ZCTA5 11758",1164,226,97,81,28,42,276,132,461,157,0,28,0,28,302,123
"11768","ZCTA5 11768",728,246,129,119,0,22,59,54,35,30,147,66,0,22,358,191
"11772","ZCTA5 11772",1387,295,101,72,68,81,81,77,44,73,573,140,49,80,471,223
"11782","ZCTA5 11782",1536,147,55,44,30,48,145,96,27,40,1161,58,0,19,118,75
"11784","ZCTA5 11784",536,174,66,62,19,25,0,22,47,68,59,64,0,22,345,132
"11798","ZCTA5 11798",612,135,89,52,0,19,144,61,36,41,42,39,0,19,301,104
"11932","ZCTA5 11932",1748,155,0,12,0,12,11,14,0,12,1692,153,0,12,45,31
"11935","ZCTA5 11935",1019,176,0,12,0,12,0,12,0,12,959,173,26,42,34,43
"13642","ZCTA5 13642",563,162,106,114,0,17,51,69,0,17,301,116,0,17,105,81
"13654","ZCTA5 13654",236,63,6,11,0,12,0,12,0,12,152,40,14,15,64,52
"13656","ZCTA5 13656",110,64,0,12,0,12,0,12,29,34,46,37,0,12,35,33
"13659","ZCTA5 13659",215,43,8,12,0,12,9,8,0,12,167,38,0,12,31,24
"13660","ZCTA5 13660",99,61,7,12,0,12,17,27,0,12,17,18,0,12,58,51
"13669","ZCTA5 13669",1174,213,48,50,0,19,77,57,57,55,685,165,0,19,307,142
"13682","ZCTA5 13682",78,32,0,12,0,12,8,13,0,12,49,25,0,12,21,21
"13697","ZCTA5 13697",118,109,0,12,0,12,0,12,10,14,21,32,0,12,87,105
"13118","ZCTA5 13118",759,103,53,37,0,17,17,20,18,21,513,72,0,17,158,62
"13120","ZCTA5 13120",40,33,14,22,0,12,0,12,0,12,0,12,0,12,26,27
"13131","ZCTA5 13131",93,48,6,9,3,5,0,12,18,21,0,12,0,12,66,42
"13614","ZCTA5 13614",31,33,0,12,0,12,0,12,0,12,16,24,0,12,15,23
"13624","ZCTA5 13624",1840,183,86,53,9,15,105,110,15,24,1587,183,0,17,38,39
"13625","ZCTA5 13625",391,92,10,17,0,12,0,12,8,13,266,73,0,12,107,64
"14067","ZCTA5 14067",77,69,0,17,0,17,0,17,0,17,0,17,0,17,77,69
"14080","ZCTA5 14080",193,85,30,47,0,12,9,13,0,12,50,50,0,12,104,75
"14086","ZCTA5 14086",482,204,12,20,28,41,44,66,23,38,70,63,0,25,305,159
"14129","ZCTA5 14129",59,31,0,12,0,12,0,12,0,12,15,17,0,12,44,26
"14138","ZCTA5 14138",164,52,0,12,0,12,2,3,15,17,55,27,0,12,92,39
"14141","ZCTA5 14141",471,142,26,42,0,17,0,17,52,58,73,51,0,17,320,128
"14202","ZCTA5 14202",624,192,217,133,90,91,0,12,15,24,33,37,0,12,269,140
"14209","ZCTA5 14209",560,162,28,27,0,17,89,76,21,33,0,17,0,17,422,144
"14215","ZCTA5 14215",2064,324,116,98,28,42,50,46,17,28,0,25,0,25,1853,305
"14425","ZCTA5 14425",104,109,51,79,0,19,53,79,0,19,0,19,0,19,0,19
"14219","ZCTA5 14219",333,137,39,62,15,25,12,19,7,10,90,77,0,19,170,88
"14224","ZCTA5 14224",1005,254,110,64,44,70,100,89,30,33,134,109,0,25,587,208
"14226","ZCTA5 14226",727,264,153,120,90,105,78,72,49,77,109,140,0,25,248,166
"14445","ZCTA5 14445",265,127,89,77,28,44,104,78,0,17,44,70,0,17,0,17
"14464","ZCTA5 14464",157,109,0,17,0,17,0,17,67,68,60,65,0,17,30,47
"14470","ZCTA5 14470",170,83,19,24,9,14,33,41,0,17,0,17,10,15,99,67
"14502","ZCTA5 14502",233,103,42,38,0,19,50,64,28,42,58,61,0,19,55,32
"14513","ZCTA5 14513",400,170,74,81,0,19,0,19,27,43,0,19,0,19,299,153
"14517","ZCTA5 14517",85,42,0,12,20,21,7,10,0,12,3,5,0,12,55,34
"14521","ZCTA5 14521",281,86,0,12,6,10,6,9,16,25,74,41,0,12,179,71
"14522","ZCTA5 14522",317,134,63,67,0,17,47,53,0,17,78,74,0,17,129,92
"14545","ZCTA5 14545",19,20,0,12,0,12,0,12,0,12,0,12,0,12,19,20
"14559","ZCTA5 14559",324,169,33,54,0,19,0,19,21,33,44,49,0,19,226,158
"14560","ZCTA5 14560",309,92,3,5,17,24,22,25,0,12,160,57,0,12,107,59
"14572","ZCTA5 14572",466,107,5,7,0,12,33,28,18,20,263,79,0,12,147,84
"14585","ZCTA5 14585",4,7,0,12,0,12,0,12,0,12,4,7,0,12,0,12
"14586","ZCTA5 14586",194,120,47,53,23,33,0,19,51,81,24,39,0,19,49,55
"14609","ZCTA5 14609",2315,287,834,232,239,99,174,109,19,30,84,75,0,25,965,231
"14616","ZCTA5 14616",755,227,230,145,61,69,29,45,120,114,0,22,0,22,315,152
"14708","ZCTA5 14708",93,35,0,12,0,12,7,11,0,12,74,32,0,12,12,13
"14717","ZCTA5 14717",720,95,0,12,0,12,0,12,0,12,697,98,0,12,23,23
"14726","ZCTA5 14726",202,55,21,21,0,12,17,19,0,12,118,39,0,12,46,33
"14736","ZCTA5 14736",56,34,0,12,0,12,0,12,0,12,56,34,0,12,0,12
"14739","ZCTA5 14739",598,122,12,18,0,12,21,26,0,12,471,104,0,12,94,47
"14753","ZCTA5 14753",69,40,0,12,0,12,0,12,0,12,21,16,0,12,48,38
"14767","ZCTA5 14767",108,43,4,7,0,12,0,12,5,7,82,37,0,12,17,23
"14770","ZCTA5 14770",199,87,28,44,0,12,24,23,11,19,93,62,4,5,39,36
"14008","ZCTA5 14008",40,32,0,12,0,12,20,33,0,12,20,32,0,12,0,12
"14805","ZCTA5 14805",71,39,0,12,8,14,0,12,0,12,63,34,0,12,0,12
"14812","ZCTA5 14812",172,58,16,18,0,12,24,27,4,7,36,26,0,12,92,48
"14813","ZCTA5 14813",345,80,18,19,8,14,9,14,0,12,215,59,0,12,95,46
"14861","ZCTA5 14861",131,49,0,12,0,12,0,12,16,24,35,28,0,12,80,47
"14885","ZCTA5 14885",85,45,10,15,9,14,17,20,0,12,38,27,0,12,11,16
"14001","ZCTA5 14001",379,166,52,83,0,17,10,16,29,47,71,84,0,17,217,168
"14013","ZCTA5 14013",60,39,0,12,0,12,17,21,0,12,0,12,0,12,43,32
"13626","ZCTA5 13626",354,61,35,34,0,12,36,32,0,12,220,41,0,12,63,29
"13037","ZCTA5 13037",408,167,36,53,0,17,127,94,33,47,58,57,0,17,154,129
"13044","ZCTA5 13044",108,90,0,12,0,12,0,12,0,12,85,83,0,12,23,38
"13053","ZCTA5 13053",102,75,0,17,0,17,0,17,7,12,38,47,0,17,57,48
"13846","ZCTA5 13846",48,39,0,12,0,12,0,12,0,12,15,26,0,12,33,30
"13850","ZCTA5 13850",1033,262,233,142,136,110,44,60,0,22,113,108,0,22,507,226
"13861","ZCTA5 13861",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13862","ZCTA5 13862",233,85,33,32,0,12,0,12,0,12,70,57,0,12,130,72
"13155","ZCTA5 13155",75,26,0,12,5,8,3,5,10,9,44,19,0,12,13,12
"13078","ZCTA5 13078",308,109,62,47,22,32,0,19,23,34,121,111,0,19,80,57
"13639","ZCTA5 13639",33,23,0,12,0,12,0,12,0,12,24,18,0,12,9,13
"13756","ZCTA5 13756",394,88,0,12,0,12,0,12,0,12,394,88,0,12,0,12
"13042","ZCTA5 13042",301,92,0,12,0,12,36,46,5,8,241,82,0,12,19,18
"13135","ZCTA5 13135",227,124,15,24,0,17,68,83,17,26,14,22,0,17,113,92
"13327","ZCTA5 13327",456,78,17,18,8,11,7,11,0,12,389,84,0,12,35,26
"13413","ZCTA5 13413",734,215,159,122,72,84,72,83,0,19,78,81,0,19,353,142
"13502","ZCTA5 13502",2158,317,473,167,75,60,178,82,106,78,122,72,0,25,1204,240
"13342","ZCTA5 13342",27,24,0,12,0,12,18,20,0,12,9,14,0,12,0,12
"13619","ZCTA5 13619",698,161,162,91,0,19,56,53,112,89,129,71,0,19,239,119
"13730","ZCTA5 13730",335,131,8,13,0,12,0,12,51,66,205,112,0,12,71,38
"13476","ZCTA5 13476",132,95,10,17,10,16,14,19,0,12,0,12,0,12,98,97
"13615","ZCTA5 13615",55,44,0,12,0,12,0,12,13,23,13,22,0,12,29,33
"13679","ZCTA5 13679",876,128,0,12,0,12,25,38,0,12,799,123,0,12,52,45
"13812","ZCTA5 13812",103,55,15,17,0,12,0,12,0,12,38,36,0,12,50,40
"13440","ZCTA5 13440",2318,345,205,122,86,71,188,105,122,89,331,158,0,25,1386,260
"13308","ZCTA5 13308",374,176,0,12,0,12,89,108,0,12,175,112,0,12,110,102
"13460","ZCTA5 13460",316,143,0,12,11,17,18,25,27,20,66,71,0,12,194,126
"13807","ZCTA5 13807",178,61,21,29,0,12,0,12,4,7,118,50,0,12,35,29
"13808","ZCTA5 13808",218,65,7,11,0,12,15,16,0,12,100,51,0,12,96,44
"13069","ZCTA5 13069",1234,288,213,101,70,64,25,40,44,46,128,113,0,22,754,224
"13674","ZCTA5 13674",49,73,0,12,0,12,0,12,0,12,25,37,0,12,24,37
"13677","ZCTA5 13677",53,81,0,12,0,12,53,81,0,12,0,12,0,12,0,12
"13678","ZCTA5 13678",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13692","ZCTA5 13692",285,73,0,12,0,12,4,7,0,12,281,73,0,12,0,12
"13695","ZCTA5 13695",167,51,0,12,8,14,0,12,0,12,139,46,0,12,20,21
"13696","ZCTA5 13696",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13751","ZCTA5 13751",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13784","ZCTA5 13784",14,16,0,12,0,12,0,12,0,12,8,12,0,12,6,10
"13794","ZCTA5 13794",20,31,20,31,0,12,0,12,0,12,0,12,0,12,0,12
"13806","ZCTA5 13806",27,25,0,12,0,12,0,12,0,12,18,20,0,12,9,15
"13826","ZCTA5 13826",49,79,0,12,0,12,0,12,0,12,49,79,0,12,0,12
"13845","ZCTA5 13845",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13847","ZCTA5 13847",4,7,0,12,0,12,0,12,0,12,4,7,0,12,0,12
"13860","ZCTA5 13860",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13902","ZCTA5 13902",0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
"12503","ZCTA5 12503",246,53,0,12,12,15,4,7,0,12,187,52,0,12,43,25
"12463","ZCTA5 12463",184,93,0,12,0,12,10,16,0,12,158,93,0,12,16,19
"12484","ZCTA5 12484",213,105,0,12,0,12,0,12,0,12,213,105,0,12,0,12
"12498","ZCTA5 12498",972,193,24,23,25,39,26,41,0,17,731,196,0,17,166,103
"12523","ZCTA5 12523",192,71,0,12,0,12,16,18,0,12,100,38,0,12,76,56
"12525","ZCTA5 12525",279,159,0,12,0,12,0,12,54,66,162,130,0,12,63,75
"12526","ZCTA5 12526",451,117,6,9,0,12,37,36,0,12,251,87,0,12,157,71
"12533","ZCTA5 12533",1172,226,8,12,0,22,159,118,0,22,525,146,0,22,480,184
"12545","ZCTA5 12545",528,138,80,57,0,12,42,41,18,28,258,99,0,12,130,84
"12565","ZCTA5 12565",120,55,22,25,0,12,19,23,0,12,10,16,0,12,69,41
"12569","ZCTA5 12569",270,129,78,83,0,19,72,78,0,19,88,78,0,19,32,31
"12572","ZCTA5 12572",544,151,67,64,0,17,22,28,27,42,273,108,0,17,155,96
"12592","ZCTA5 12592",170,87,0,12,0,12,0,12,0,12,24,39,0,12,146,72
"12729","ZCTA5 12729",31,32,0,12,0,12,17,27,0,12,0,12,0,12,14,18
"10469","ZCTA5 10469",1270,207,336,141,168,96,75,46,35,33,92,80,0,28,564,138
"10514","ZCTA5 10514",222,131,0,19,0,19,96,103,42,48,25,39,0,19,59,64
"10526","ZCTA5 10526",56,58,0,12,0,12,0,12,0,12,56,58,0,12,0,12
"10578","ZCTA5 10578",23,36,0,12,0,12,0,12,0,12,23,36,0,12,0,12
"10591","ZCTA5 10591",487,177,32,54,41,67,31,49,0,22,83,104,0,22,300,160
"10605","ZCTA5 10605",420,149,49,44,0,19,36,43,28,42,147,97,0,19,160,96
"10701","ZCTA5 10701",2733,319,1759,269,114,80,58,52,94,72,55,55,0,28,653,183
"10002","ZCTA5 10002",2462,393,609,246,254,155,90,86,77,74,903,269,147,116,382,185
"10029","ZCTA5 10029",3018,439,1121,309,387,192,102,91,58,65,343,180,0,28,1007,255
"10031","ZCTA5 10031",2051,358,260,139,168,116,50,57,0,28,70,78,50,57,1453,302
"10034","ZCTA5 10034",590,214,259,145,87,103,67,66,0,25,110,84,0,25,67,63
"10040","ZCTA5 10040",1023,282,293,153,42,68,67,79,48,55,158,93,0,25,415,173
"10103","ZCTA5 10103",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10154","ZCTA5 10154",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10173","ZCTA5 10173",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"11237","ZCTA5 11237",1287,237,500,150,194,97,44,40,65,59,67,56,0,25,417,128
"11354","ZCTA5 11354",2261,462,651,296,140,148,89,90,92,68,697,269,29,47,563,268
"11356","ZCTA5 11356",703,236,193,119,30,35,107,82,8,17,191,107,0,22,174,94
"11360","ZCTA5 11360",903,239,140,74,58,63,47,59,104,100,103,95,0,19,451,176
"11362","ZCTA5 11362",503,172,43,48,0,19,20,23,34,50,97,65,0,19,309,156
"11366","ZCTA5 11366",434,156,30,38,0,19,94,60,187,111,85,62,0,19,38,44
"11370","ZCTA5 11370",2959,317,135,120,14,22,156,81,51,59,332,140,36,35,2235,309
"11371","ZCTA5 11371",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"11374","ZCTA5 11374",1492,310,408,169,94,67,204,126,182,106,163,117,0,25,441,159
"11379","ZCTA5 11379",1046,181,109,73,83,58,60,53,60,57,115,70,0,25,619,149
"11419","ZCTA5 11419",781,162,114,60,44,46,121,69,56,48,9,10,0,25,437,106
"11422","ZCTA5 11422",611,150,96,77,0,25,72,53,30,34,107,65,0,25,306,127
"11001","ZCTA5 11001",336,107,77,53,37,56,39,28,7,11,10,14,0,22,166,79
"11024","ZCTA5 11024",271,116,52,58,0,17,51,60,53,52,8,13,0,17,107,81
"11050","ZCTA5 11050",1003,264,171,133,128,122,87,79,45,47,84,58,0,25,488,157
"11204","ZCTA5 11204",2172,289,572,136,99,66,83,48,168,76,390,114,0,28,860,196
"11218","ZCTA5 11218",1065,200,373,129,42,41,11,17,53,52,185,90,0,28,401,128
"11223","ZCTA5 11223",2179,320,216,100,72,48,40,54,47,31,387,146,0,28,1417,265
"11224","ZCTA5 11224",1437,313,290,134,46,50,53,58,23,39,70,67,0,25,955,233
"11373","ZCTA5 11373",3551,490,194,104,120,74,56,54,131,86,518,210,88,70,2444,362
"11030","ZCTA5 11030",496,189,55,52,0,19,127,88,38,39,184,148,0,19,92,60
"11967","ZCTA5 11967",739,205,0,22,0,22,201,126,115,102,139,101,0,22,284,127
"11977","ZCTA5 11977",913,113,5,7,22,27,34,29,14,22,760,115,0,12,78,48
"11762","ZCTA5 11762",423,139,20,33,0,22,63,60,194,118,0,22,0,22,146,82
"11776","ZCTA5 11776",424,190,69,64,0,22,36,58,73,77,4,14,0,22,242,159
"11789","ZCTA5 11789",169,123,27,43,0,17,0,17,18,27,23,38,0,17,101,106
"10472","ZCTA5 10472",1645,254,167,84,94,72,55,47,15,24,119,71,19,32,1176,206
"10518","ZCTA5 10518",38,58,0,12,0,12,38,58,0,12,0,12,0,12,0,12
"10537","ZCTA5 10537",220,137,0,12,0,12,97,129,0,12,83,95,0,12,40,63
"10546","ZCTA5 10546",48,37,0,12,0,12,5,9,0,12,16,25,0,12,27,42
"10309","ZCTA5 10309",456,194,41,48,0,25,126,112,29,37,63,74,0,25,197,134
"10467","ZCTA5 10467",1790,317,842,209,85,56,161,88,74,70,34,39,16,27,578,176
"10604","ZCTA5 10604",401,174,79,72,33,52,37,60,0,19,34,55,0,19,218,127
"10928","ZCTA5 10928",289,105,36,39,0,12,17,27,45,50,26,43,0,12,165,79
"10456","ZCTA5 10456",1551,301,555,196,92,77,25,30,47,45,19,31,0,28,813,216
"10520","ZCTA5 10520",220,107,31,34,29,46,0,19,53,59,25,38,0,19,82,71
"10590","ZCTA5 10590",239,130,0,17,0,17,29,46,0,17,171,107,0,17,39,63
"10960","ZCTA5 10960",631,226,158,112,120,110,117,108,11,17,78,57,0,19,147,93
"10001","ZCTA5 10001",1749,440,677,287,334,231,0,22,77,77,462,141,0,22,199,156
"10035","ZCTA5 10035",951,262,484,176,164,109,54,61,0,25,0,25,0,25,249,125
"10065","ZCTA5 10065",6095,678,1194,367,191,166,424,231,215,157,3637,565,0,22,434,211
"10075","ZCTA5 10075",1935,622,356,298,0,22,308,240,28,32,938,398,0,22,305,296
"10110","ZCTA5 10110",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10168","ZCTA5 10168",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10174","ZCTA5 10174",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10199","ZCTA5 10199",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10311","ZCTA5 10311",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10505","ZCTA5 10505",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10517","ZCTA5 10517",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10545","ZCTA5 10545",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10596","ZCTA5 10596",110,77,0,12,0,12,0,12,0,12,25,39,0,12,85,69
"10910","ZCTA5 10910",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10911","ZCTA5 10911",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10914","ZCTA5 10914",48,80,0,12,0,12,0,12,0,12,48,80,0,12,0,12
"10915","ZCTA5 10915",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10922","ZCTA5 10922",95,68,19,29,0,12,19,31,0,12,39,45,0,12,18,30
"10932","ZCTA5 10932",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10933","ZCTA5 10933",34,54,34,54,0,12,0,12,0,12,0,12,0,12,0,12
"10953","ZCTA5 10953",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10979","ZCTA5 10979",80,66,0,12,0,12,0,12,0,12,59,56,0,12,21,34
"10988","ZCTA5 10988",90,59,0,12,0,12,14,19,0,12,19,21,0,12,57,55
"10607","ZCTA5 10607",177,118,0,17,0,17,0,17,14,20,0,17,0,17,163,116
"10468","ZCTA5 10468",1272,281,584,171,30,48,47,48,19,30,18,27,0,28,574,201
"10550","ZCTA5 10550",1166,231,363,124,0,25,193,82,85,48,16,26,0,25,509,177
