"GEOID","NAME","vacancy_totalE","vacancy_totalM","for_rentE","for_rentM","rented_not_occE","rented_not_occM","for_saleE","for_saleM","sold_not_occE","sold_not_occM","seasonal_rec_occaisionalE","seasonal_rec_occaisionalM","migrant_workerE","migrant_workerM","other_vacantE","other_vacantM"
"11003","ZCTA5 11003",744,209,85,75,0,25,133,100,99,82,39,41,0,25,388,132
"11021","ZCTA5 11021",577,159,92,79,21,24,81,59,11,16,51,46,0,19,321,128
"12108","ZCTA5 12108",965,52,3,4,0,12,6,9,0,12,945,53,0,12,11,8
"12117","ZCTA5 12117",723,136,0,12,35,54,16,25,0,12,522,117,0,12,150,85
"12122","ZCTA5 12122",875,142,41,25,0,12,35,25,73,64,533,111,0,12,193,79
"12123","ZCTA5 12123",232,130,38,44,0,17,11,13,0,17,27,40,0,17,156,119
"12148","ZCTA5 12148",130,79,62,68,0,12,0,12,0,12,34,56,0,12,34,55
"12153","ZCTA5 12153",203,114,0,12,0,12,0,12,0,12,125,79,0,12,78,84
"12156","ZCTA5 12156",38,60,0,12,0,12,0,12,0,12,0,12,0,12,38,60
"12158","ZCTA5 12158",170,117,150,113,0,17,0,17,0,17,20,33,0,17,0,17
"12173","ZCTA5 12173",83,54,0,12,0,12,16,26,0,12,6,8,0,12,61,48
"12720","ZCTA5 12720",99,43,0,12,0,12,0,12,0,12,75,34,0,12,24,28
"12752","ZCTA5 12752",127,34,8,9,0,12,9,13,0,12,94,30,0,12,16,16
"12763","ZCTA5 12763",344,80,0,12,0,12,6,11,0,12,289,79,8,12,41,37
"12768","ZCTA5 12768",654,132,0,12,0,12,9,13,0,12,623,132,0,12,22,26
"12770","ZCTA5 12770",121,49,0,12,0,12,5,7,0,12,102,46,0,12,14,16
"12808","ZCTA5 12808",466,77,0,12,0,12,4,7,0,12,437,76,0,12,25,21
"12810","ZCTA5 12810",145,47,0,12,11,17,0,12,12,18,98,38,0,12,24,23
"12814","ZCTA5 12814",1083,124,23,15,0,12,16,24,0,12,1002,128,17,28,25,28
"12819","ZCTA5 12819",140,32,0,12,5,8,0,12,0,12,114,27,0,12,21,16
"12824","ZCTA5 12824",601,113,0,12,0,12,0,12,0,12,556,110,0,12,45,40
"12836","ZCTA5 12836",421,61,0,12,0,12,2,3,8,12,391,62,0,12,20,15
"12843","ZCTA5 12843",226,71,0,12,0,12,18,22,0,12,177,58,0,12,31,30
"12844","ZCTA5 12844",231,89,0,12,0,12,0,12,0,12,231,89,0,12,0,12
"12849","ZCTA5 12849",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12857","ZCTA5 12857",250,65,0,12,0,12,0,12,0,12,207,49,0,12,43,46
"12859","ZCTA5 12859",83,68,0,12,0,12,0,12,0,12,59,57,0,12,24,38
"12861","ZCTA5 12861",374,41,0,12,0,12,13,13,0,12,335,41,0,12,26,17
"12873","ZCTA5 12873",112,47,0,12,0,12,0,12,0,12,84,40,0,12,28,27
"12883","ZCTA5 12883",583,185,42,65,0,12,87,93,0,12,328,130,0,12,126,101
"12901","ZCTA5 12901",1838,346,256,112,112,98,243,149,41,47,471,195,0,25,715,236
"12910","ZCTA5 12910",202,67,0,12,0,12,0,12,15,24,115,54,0,12,72,46
"12927","ZCTA5 12927",486,61,0,12,0,12,0,12,6,9,468,60,0,12,12,12
"12928","ZCTA5 12928",359,73,15,24,0,12,15,24,0,12,223,73,0,12,106,52
"12935","ZCTA5 12935",268,75,0,12,0,12,0,12,0,12,189,59,0,12,79,49
"12936","ZCTA5 12936",311,46,7,11,0,12,17,15,0,12,245,46,0,12,42,23
"12959","ZCTA5 12959",87,82,0,12,0,12,44,68,0,12,21,34,0,12,22,34
"12974","ZCTA5 12974",150,54,12,22,0,12,27,26,0,12,9,15,0,12,102,47
"12979","ZCTA5 12979",96,61,0,12,0,12,17,29,0,12,19,31,0,12,60,51
"12981","ZCTA5 12981",225,114,0,12,0,12,0,12,0,12,90,52,0,12,135,116
"12992","ZCTA5 12992",275,133,0,12,0,12,0,12,0,12,28,42,0,12,247,128
"12194","ZCTA5 12194",74,31,0,12,0,12,0,12,0,12,40,19,0,12,34,25
"12303","ZCTA5 12303",2515,352,170,105,94,103,99,66,65,62,49,54,0,22,2038,274
"12404","ZCTA5 12404",884,229,0,12,0,12,16,26,86,90,527,182,0,12,255,166
"12409","ZCTA5 12409",196,98,0,12,0,12,0,12,0,12,173,91,0,12,23,36
"12414","ZCTA5 12414",1427,248,179,120,67,86,60,53,50,62,578,181,0,17,493,178
"12211","ZCTA5 12211",303,161,102,88,0,19,51,54,46,51,49,78,0,19,55,79
"14859","ZCTA5 14859",111,75,0,12,0,12,0,12,0,12,37,37,0,12,74,64
"14174","ZCTA5 14174",389,152,41,38,0,17,129,94,25,39,106,71,0,17,88,89
"14113","ZCTA5 14113",76,44,0,12,0,12,0,12,0,12,41,24,0,12,35,33
"14139","ZCTA5 14139",86,72,0,12,0,12,0,12,0,12,0,12,0,12,86,72
"14170","ZCTA5 14170",114,117,0,12,0,12,0,12,0,12,9,14,0,12,105,116
"14218","ZCTA5 14218",923,214,44,52,0,19,0,19,86,85,0,19,0,19,793,199
"14414","ZCTA5 14414",146,108,0,17,0,17,16,25,37,57,52,79,0,17,41,57
"14415","ZCTA5 14415",13,20,0,12,0,12,0,12,0,12,0,12,0,12,13,20
"14456","ZCTA5 14456",1058,261,235,103,58,66,128,94,14,23,274,96,0,19,349,140
"14471","ZCTA5 14471",923,156,72,88,0,12,73,75,0,12,731,167,0,12,47,31
"14481","ZCTA5 14481",100,43,27,27,0,12,16,25,4,6,5,8,0,12,48,30
"14485","ZCTA5 14485",242,104,41,38,9,15,26,41,26,42,0,12,0,12,140,106
"14512","ZCTA5 14512",766,110,34,29,10,17,31,29,43,32,520,91,0,12,128,61
"14527","ZCTA5 14527",2301,306,164,101,55,51,27,22,31,49,1537,245,0,19,487,170
"11103","ZCTA5 11103",2666,367,193,85,119,75,30,31,22,25,647,186,120,82,1535,267
"11209","ZCTA5 11209",3758,408,1515,254,302,152,239,111,80,69,147,80,0,28,1475,285
"11214","ZCTA5 11214",1869,251,237,123,63,49,177,111,141,90,328,140,0,28,923,202
"11220","ZCTA5 11220",2257,281,609,172,86,57,122,75,103,70,209,86,0,28,1128,223
"11230","ZCTA5 11230",2424,361,544,159,186,105,254,100,54,54,296,117,0,28,1090,242
"11355","ZCTA5 11355",2954,357,592,151,153,124,159,108,119,73,1357,265,0,28,574,207
"11377","ZCTA5 11377",2317,421,640,209,282,122,235,141,208,132,83,53,0,28,869,261
"11378","ZCTA5 11378",1188,178,249,87,74,35,64,42,79,64,77,51,0,25,645,147
"11411","ZCTA5 11411",257,84,0,22,0,22,50,40,20,19,0,22,0,22,187,75
"11416","ZCTA5 11416",530,120,49,36,67,43,7,13,0,22,95,47,0,22,312,101
"11423","ZCTA5 11423",794,236,139,71,14,22,161,146,54,55,24,36,0,25,402,165
"11570","ZCTA5 11570",455,172,65,60,8,13,94,92,117,82,70,80,0,22,101,61
"11577","ZCTA5 11577",296,122,48,52,0,19,29,44,58,67,48,47,0,19,113,72
"11590","ZCTA5 11590",714,188,180,103,21,29,86,67,61,65,61,51,21,34,284,108
"11704","ZCTA5 11704",621,166,24,40,20,32,134,82,138,76,36,38,0,25,269,122
"11713","ZCTA5 11713",543,111,138,77,0,17,52,50,34,38,210,66,0,17,109,67
"11719","ZCTA5 11719",123,73,14,22,0,12,0,12,0,12,27,34,0,12,82,64
"11724","ZCTA5 11724",95,70,12,18,0,12,0,12,0,12,24,29,0,12,59,59
"11741","ZCTA5 11741",560,169,92,68,0,22,29,44,88,80,85,79,0,22,266,124
"11752","ZCTA5 11752",246,125,48,50,0,17,34,54,40,56,0,17,0,17,124,90
"11755","ZCTA5 11755",157,95,85,74,0,19,23,32,0,19,23,35,0,19,26,37
"11780","ZCTA5 11780",565,154,61,59,30,37,76,51,115,83,91,58,0,19,192,90
"11797","ZCTA5 11797",225,88,54,56,0,17,31,34,118,76,22,18,0,17,0,17
"11937","ZCTA5 11937",6760,449,24,28,3,4,26,22,9,11,6491,457,62,86,145,110
"11949","ZCTA5 11949",398,218,44,69,0,19,46,72,0,19,98,92,0,19,210,166
"11040","ZCTA5 11040",300,136,39,41,0,25,30,47,51,76,118,86,0,25,62,61
"11105","ZCTA5 11105",2050,252,301,109,56,38,46,54,44,40,203,105,58,57,1342,233
"11106","ZCTA5 11106",2419,407,297,166,75,62,17,26,0,25,578,199,14,22,1438,332
"11229","ZCTA5 11229",2654,372,867,210,81,60,161,96,85,62,458,163,0,28,1002,220
"11234","ZCTA5 11234",2216,302,260,102,206,104,318,121,297,118,333,98,19,20,783,189
"11357","ZCTA5 11357",1480,364,258,152,4,7,270,161,51,60,370,186,0,25,527,181
"11367","ZCTA5 11367",1372,304,338,134,37,38,148,118,242,140,143,88,0,25,464,167
"11369","ZCTA5 11369",3371,308,102,61,0,25,224,77,43,40,519,111,86,58,2397,283
"11415","ZCTA5 11415",1080,260,168,82,90,73,195,110,5,7,274,148,0,19,348,139
"11418","ZCTA5 11418",863,172,314,142,7,13,9,15,62,52,113,54,0,25,358,92
"11421","ZCTA5 11421",928,174,94,54,0,25,170,82,65,56,145,82,0,25,454,124
"11432","ZCTA5 11432",1374,269,452,180,67,55,62,55,184,100,138,88,22,35,449,146
"11715","ZCTA5 11715",184,76,0,12,0,12,44,49,0,12,66,56,0,12,74,51
"11716","ZCTA5 11716",93,70,0,17,0,17,0,17,0,17,23,34,0,17,70,63
"11721","ZCTA5 11721",162,84,0,17,0,17,0,17,68,59,8,15,0,17,86,64
"11731","ZCTA5 11731",758,207,41,31,88,76,35,30,65,73,53,42,0,25,476,170
"11777","ZCTA5 11777",265,100,40,45,50,59,40,64,0,17,8,8,0,17,127,71
"11783","ZCTA5 11783",138,84,9,14,0,22,0,22,68,61,0,22,0,22,61,61
"11786","ZCTA5 11786",59,47,4,7,0,17,19,17,0,17,36,41,0,17,0,17
"11787","ZCTA5 11787",572,218,37,39,72,85,82,73,47,60,194,128,0,25,140,97
"13618","ZCTA5 13618",1697,97,21,19,11,12,66,51,7,12,1540,110,0,12,52,41
"13621","ZCTA5 13621",66,45,0,12,0,12,12,19,0,12,33,33,0,12,21,25
"13622","ZCTA5 13622",474,101,8,10,0,12,0,12,13,14,406,87,0,12,47,41
"13634","ZCTA5 13634",745,178,20,22,0,12,0,12,10,16,679,179,0,12,36,29
"13650","ZCTA5 13650",914,130,20,22,0,12,40,39,24,37,817,122,0,12,13,16
"13694","ZCTA5 13694",101,45,0,12,0,12,17,26,0,12,64,42,0,12,20,28
"13733","ZCTA5 13733",544,167,0,12,0,12,15,19,50,57,217,117,0,12,262,123
"13743","ZCTA5 13743",428,143,129,113,7,12,44,53,0,12,76,85,0,12,172,124
"13760","ZCTA5 13760",2293,364,489,189,194,108,284,137,192,99,184,142,0,25,950,245
"13775","ZCTA5 13775",238,63,14,13,8,11,0,12,0,12,188,61,0,12,28,27
"13803","ZCTA5 13803",204,49,2,3,0,12,18,19,7,11,80,36,0,12,97,38
"13804","ZCTA5 13804",68,34,0,12,0,12,0,12,0,12,57,28,0,12,11,16
"13809","ZCTA5 13809",199,110,0,12,0,12,0,12,0,12,124,88,0,12,75,64
"13810","ZCTA5 13810",150,54,0,12,0,12,14,24,0,12,66,38,0,12,70,41
"14564","ZCTA5 14564",393,209,64,103,75,109,74,94,0,19,0,19,0,19,180,129
"14590","ZCTA5 14590",1097,137,27,26,0,17,33,29,59,57,887,127,13,17,78,55
"14823","ZCTA5 14823",503,121,12,20,0,12,24,24,29,32,278,110,0,12,160,60
"14826","ZCTA5 14826",364,92,13,14,0,12,20,22,2,3,252,77,0,12,77,43
"14830","ZCTA5 14830",972,188,221,130,0,19,61,55,35,38,207,96,0,19,448,144
"14033","ZCTA5 14033",165,77,0,12,0,12,0,12,0,12,54,56,0,12,111,79
"14009","ZCTA5 14009",292,91,0,17,16,27,33,42,0,17,199,83,0,17,44,47
"14012","ZCTA5 14012",182,57,12,14,0,12,32,32,0,12,112,53,14,22,12,14
"14028","ZCTA5 14028",147,73,21,34,0,12,63,48,0,12,41,35,0,12,22,34
"14037","ZCTA5 14037",41,48,0,12,0,12,11,17,0,12,0,12,0,12,30,46
"14060","ZCTA5 14060",92,47,0,12,0,12,0,12,0,12,57,39,0,12,35,29
"14072","ZCTA5 14072",605,200,144,132,66,79,88,95,0,22,16,26,0,22,291,147
"14120","ZCTA5 14120",1589,278,640,213,104,79,153,86,60,68,35,54,0,25,597,207
"14125","ZCTA5 14125",133,79,10,15,10,17,0,12,3,5,44,64,8,13,58,34
"14150","ZCTA5 14150",1354,294,383,163,0,25,169,123,60,58,73,62,0,25,669,203
"14172","ZCTA5 14172",328,98,55,44,0,12,71,49,0,12,169,91,0,12,33,41
"14889","ZCTA5 14889",144,42,8,12,0,12,0,12,0,12,61,34,0,12,75,37
"14898","ZCTA5 14898",183,55,10,16,0,12,14,16,10,15,106,38,0,12,43,31
"14476","ZCTA5 14476",119,54,0,12,0,12,18,29,33,30,44,34,0,12,24,27
"14427","ZCTA5 14427",188,67,0,12,0,12,0,12,0,12,133,64,0,12,55,39
"14432","ZCTA5 14432",196,129,0,17,0,17,0,17,0,17,5,7,0,17,191,129
"14433","ZCTA5 14433",212,91,17,27,0,12,0,12,15,24,33,51,0,12,147,74
"14482","ZCTA5 14482",235,101,0,17,42,51,0,17,27,42,0,17,0,17,166,103
"14510","ZCTA5 14510",205,112,0,12,42,50,0,12,0,12,28,44,0,12,135,88
"14516","ZCTA5 14516",101,59,22,27,0,12,0,12,31,35,43,35,0,12,5,7
"14526","ZCTA5 14526",417,193,92,98,0,19,83,88,0,19,63,75,0,19,179,137
"14534","ZCTA5 14534",508,187,85,54,23,36,69,88,52,46,180,120,0,25,99,69
"14541","ZCTA5 14541",362,82,10,13,0,12,26,24,24,26,257,74,0,12,45,31
"14544","ZCTA5 14544",495,121,16,16,16,19,21,19,0,12,401,117,0,12,41,26
"14546","ZCTA5 14546",302,145,71,79,15,23,0,12,14,24,44,70,0,12,158,100
"14612","ZCTA5 14612",664,178,95,65,122,97,33,40,96,94,125,74,0,25,193,124
"14614","ZCTA5 14614",21,25,21,25,0,12,0,12,0,12,0,12,0,12,0,12
"14004","ZCTA5 14004",129,67,0,19,0,19,30,49,13,22,0,19,0,19,86,48
"14025","ZCTA5 14025",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14036","ZCTA5 14036",238,140,64,71,0,12,41,62,0,12,44,48,0,12,89,88
"14043","ZCTA5 14043",549,177,197,112,0,22,30,40,65,80,0,22,7,11,250,120
"14422","ZCTA5 14422",42,39,0,12,0,12,4,6,33,37,0,12,0,12,5,7
"14619","ZCTA5 14619",885,201,126,92,53,55,0,19,0,19,0,19,0,19,706,168
"14622","ZCTA5 14622",271,125,12,19,0,19,25,40,30,45,0,19,0,19,204,114
"14701","ZCTA5 14701",2828,325,519,181,249,100,168,103,24,19,494,165,0,25,1374,268
"14724","ZCTA5 14724",694,95,15,18,0,12,20,22,0,12,615,99,0,12,44,31
"14775","ZCTA5 14775",208,68,0,12,0,12,15,25,18,27,93,41,0,12,82,60
"14782","ZCTA5 14782",193,56,0,12,0,12,10,15,0,12,98,34,0,12,85,46
"14803","ZCTA5 14803",135,57,35,32,0,12,0,12,0,12,49,34,0,12,51,39
"14810","ZCTA5 14810",1032,187,49,39,64,61,32,33,0,19,305,110,0,19,582,186
"12131","ZCTA5 12131",42,19,0,12,0,12,0,12,4,7,26,15,0,12,12,11
"12139","ZCTA5 12139",714,40,0,12,0,12,5,5,0,12,707,41,0,12,2,3
"12059","ZCTA5 12059",403,79,11,17,0,12,67,53,29,34,281,69,0,12,15,24
"12183","ZCTA5 12183",180,84,18,28,21,35,26,41,0,12,0,12,0,12,115,74
"12932","ZCTA5 12932",283,64,9,14,0,12,39,30,0,12,177,47,9,14,49,33
"12027","ZCTA5 12027",52,44,0,12,0,12,7,12,0,12,8,12,0,12,37,40
"12037","ZCTA5 12037",485,108,47,41,11,17,84,81,5,8,210,75,0,12,128,55
"12090","ZCTA5 12090",488,140,0,17,28,45,80,74,10,16,36,40,0,17,334,130
"12093","ZCTA5 12093",660,91,14,18,4,6,0,12,22,24,518,84,10,15,92,42
"12106","ZCTA5 12106",188,98,0,12,0,12,0,12,0,12,87,76,0,12,101,73
"12136","ZCTA5 12136",68,62,0,12,0,12,0,12,0,12,61,62,0,12,7,12
"12144","ZCTA5 12144",798,238,154,122,74,85,60,90,0,22,60,54,0,22,450,170
"12165","ZCTA5 12165",32,25,0,12,0,12,0,12,0,12,32,25,0,12,0,12
"12168","ZCTA5 12168",202,82,0,12,28,43,0,12,0,12,124,59,25,41,25,29
"12175","ZCTA5 12175",234,62,0,12,0,12,0,12,22,24,166,57,0,12,46,32
"12190","ZCTA5 12190",609,47,0,12,3,5,22,15,0,12,550,49,0,12,34,19
"12407","ZCTA5 12407",81,35,0,12,0,12,0,12,0,12,68,33,0,12,13,15
"12489","ZCTA5 12489",43,40,0,12,0,12,20,31,0,12,8,13,0,12,15,23
"12433","ZCTA5 12433",77,67,0,12,0,12,0,12,0,12,67,72,0,12,10,16
"12435","ZCTA5 12435",95,59,0,12,0,12,0,12,0,12,45,38,0,12,50,47
"12456","ZCTA5 12456",25,39,0,12,0,12,0,12,0,12,25,39,0,12,0,12
"12492","ZCTA5 12492",257,51,4,8,0,12,0,12,0,12,223,50,0,12,30,25
"12494","ZCTA5 12494",207,137,0,12,0,12,0,12,0,12,165,124,0,12,42,68
"12508","ZCTA5 12508",949,202,191,144,26,32,184,121,0,19,176,111,0,19,372,193
"12514","ZCTA5 12514",302,132,0,12,0,12,37,44,23,37,188,109,0,12,54,55
"12518","ZCTA5 12518",381,163,93,83,10,17,79,71,0,17,70,61,0,17,129,98
"12521","ZCTA5 12521",662,207,0,12,0,12,53,81,0,12,548,186,0,12,61,35
"12528","ZCTA5 12528",667,211,68,66,0,19,97,88,51,61,129,91,26,42,296,140
"12529","ZCTA5 12529",866,163,0,12,31,49,93,65,0,12,546,123,0,12,196,81
"12531","ZCTA5 12531",220,88,0,12,0,12,47,51,0,12,110,60,0,12,63,53
"12577","ZCTA5 12577",67,88,0,12,0,12,0,12,0,12,12,19,0,12,55,86
"12585","ZCTA5 12585",37,40,0,12,0,12,0,12,0,12,37,40,0,12,0,12
"12586","ZCTA5 12586",514,161,0,19,0,19,30,48,34,53,79,73,0,19,371,149
"12732","ZCTA5 12732",240,88,16,25,0,12,0,12,0,12,186,76,0,12,38,32
"12733","ZCTA5 12733",997,156,0,12,0,12,0,12,0,12,984,155,0,12,13,21
"12137","ZCTA5 12137",126,96,0,12,0,12,0,12,11,18,12,19,0,12,103,92
"12164","ZCTA5 12164",478,46,0,12,0,12,4,6,0,12,472,45,0,12,2,4
"12166","ZCTA5 12166",110,56,0,12,4,7,0,12,19,20,36,28,0,12,51,45
"12182","ZCTA5 12182",986,264,162,118,0,19,43,49,0,19,30,45,0,19,751,256
"12186","ZCTA5 12186",289,108,0,17,0,17,45,53,21,33,168,80,0,17,55,42
"12189","ZCTA5 12189",923,202,124,83,149,106,90,82,0,19,80,90,0,19,480,176
"12302","ZCTA5 12302",2415,321,246,142,13,21,109,86,63,56,0,22,34,54,1950,283
"12420","ZCTA5 12420",78,58,0,12,0,12,21,33,0,12,49,47,0,12,8,13
"12439","ZCTA5 12439",395,82,0,12,0,12,0,12,0,12,395,82,0,12,0,12
"12450","ZCTA5 12450",51,56,0,12,0,12,0,12,0,12,51,56,0,12,0,12
"14479","ZCTA5 14479",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14486","ZCTA5 14486",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14511","ZCTA5 14511",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14529","ZCTA5 14529",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14537","ZCTA5 14537",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14539","ZCTA5 14539",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14542","ZCTA5 14542",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14549","ZCTA5 14549",30,47,0,12,0,12,30,47,0,12,0,12,0,12,0,12
"14588","ZCTA5 14588",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14592","ZCTA5 14592",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14627","ZCTA5 14627",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"14707","ZCTA5 14707",54,27,0,12,0,12,10,13,8,12,26,19,0,12,10,12
"14720","ZCTA5 14720",67,39,30,27,0,12,0,12,11,17,0,12,0,12,26,26
"14722","ZCTA5 14722",1224,143,0,12,0,12,0,12,0,12,1198,147,26,41,0,12
"13811","ZCTA5 13811",247,105,12,12,0,12,39,51,6,10,99,94,0,12,91,64
"13856","ZCTA5 13856",1271,223,22,34,0,17,21,21,0,17,1066,211,0,17,162,136
"13904","ZCTA5 13904",367,116,106,77,0,19,27,42,23,36,23,36,0,19,188,79
"13607","ZCTA5 13607",1062,166,0,12,8,13,16,18,31,29,953,170,0,12,54,43
"13616","ZCTA5 13616",70,75,70,75,0,12,0,12,0,12,0,12,0,12,0,12
"13637","ZCTA5 13637",204,92,130,70,0,12,5,10,0,12,29,40,0,12,40,46
"13665","ZCTA5 13665",138,60,0,12,0,12,0,12,0,12,129,61,0,12,9,15
"13680","ZCTA5 13680",56,45,0,12,0,12,23,33,0,12,9,13,0,12,24,26
"13681","ZCTA5 13681",37,33,0,12,0,12,0,12,0,12,17,27,0,12,20,19
"13687","ZCTA5 13687",511,94,0,12,0,12,12,18,0,12,458,89,0,12,41,31
"13734","ZCTA5 13734",91,100,0,12,0,12,41,62,0,12,50,80,0,12,0,12
"13757","ZCTA5 13757",217,70,0,12,0,12,11,18,10,15,187,66,0,12,9,14
"13820","ZCTA5 13820",1665,283,363,143,0,22,60,88,9,14,388,133,0,22,845,217
"13832","ZCTA5 13832",126,34,3,4,4,8,0,12,38,23,61,25,0,12,20,18
"13835","ZCTA5 13835",134,56,0,12,0,12,0,12,20,30,87,38,0,12,27,30
"13839","ZCTA5 13839",303,103,0,12,0,12,9,14,0,12,237,88,0,12,57,63
"13740","ZCTA5 13740",272,54,0,12,0,12,4,4,0,12,225,48,0,12,43,21
"13783","ZCTA5 13783",1047,143,10,16,0,12,34,32,9,14,903,138,0,12,91,54
"13801","ZCTA5 13801",474,60,0,12,7,11,2,3,89,35,357,56,0,12,19,14
"13633","ZCTA5 13633",81,27,0,12,0,12,0,12,0,12,81,27,0,12,0,12
"13646","ZCTA5 13646",1959,110,35,29,0,12,32,28,21,20,1735,108,0,12,136,57
"13648","ZCTA5 13648",800,97,0,12,0,12,36,26,19,18,696,88,0,12,49,28
"13661","ZCTA5 13661",525,131,3,7,0,12,0,12,0,12,499,125,0,12,23,23
"13736","ZCTA5 13736",122,91,0,12,0,12,30,21,8,12,66,87,0,12,18,18
"13739","ZCTA5 13739",319,73,0,12,0,12,17,21,0,12,268,65,0,12,34,26
"13750","ZCTA5 13750",137,62,45,51,0,12,0,12,0,12,71,41,0,12,21,24
"13778","ZCTA5 13778",451,122,21,25,13,17,23,22,70,54,143,62,0,17,181,90
"13782","ZCTA5 13782",236,71,0,12,0,12,10,15,0,12,205,68,0,12,21,21
"13838","ZCTA5 13838",556,190,75,75,0,12,0,12,32,52,300,155,0,12,149,111
"13864","ZCTA5 13864",48,75,0,12,0,12,0,12,0,12,0,12,0,12,48,75
"13029","ZCTA5 13029",299,136,0,17,0,17,37,54,0,17,221,141,0,17,41,67
"13032","ZCTA5 13032",1116,264,83,90,72,83,68,72,61,80,445,166,0,19,387,193
"13068","ZCTA5 13068",95,59,14,12,0,17,8,12,0,17,0,17,0,17,73,57
"13080","ZCTA5 13080",427,135,11,13,0,12,81,83,17,19,233,90,0,12,85,68
"13088","ZCTA5 13088",500,171,233,114,0,22,100,79,0,22,0,22,0,22,167,114
"13112","ZCTA5 13112",94,75,0,12,0,12,41,62,0,12,19,31,0,12,34,41
"13606","ZCTA5 13606",17,19,0,12,0,12,0,12,0,12,0,12,0,12,17,19
"13452","ZCTA5 13452",328,72,12,19,0,12,28,31,10,16,93,43,0,12,185,52
"13470","ZCTA5 13470",409,75,0,12,0,12,6,9,0,12,363,72,0,12,40,27
"13485","ZCTA5 13485",172,56,0,12,0,12,0,12,0,12,116,48,0,12,56,37
"13612","ZCTA5 13612",184,112,23,27,0,12,8,13,17,20,58,75,0,12,78,84
"13402","ZCTA5 13402",143,105,5,8,0,12,0,12,17,23,4,7,0,12,117,101
"13420","ZCTA5 13420",2391,178,89,47,15,24,28,32,14,23,2176,189,0,12,69,46
"13602","ZCTA5 13602",21,33,0,12,21,33,0,12,0,12,0,12,0,12,0,12
"13635","ZCTA5 13635",141,39,0,12,0,12,0,12,0,12,118,34,0,12,23,19
"12304","ZCTA5 12304",1843,340,210,115,0,22,53,59,97,84,15,23,0,22,1468,314
"12308","ZCTA5 12308",2086,289,156,93,35,56,139,97,9,21,8,12,0,19,1739,264
"12440","ZCTA5 12440",288,134,0,12,0,12,0,12,0,12,210,110,0,12,78,86
"12460","ZCTA5 12460",48,40,0,12,0,12,0,12,0,12,19,24,0,12,29,31
"12481","ZCTA5 12481",102,104,0,12,0,12,0,12,0,12,75,92,0,12,27,44
"12482","ZCTA5 12482",112,66,0,12,0,12,24,28,0,12,47,46,0,12,41,36
"12491","ZCTA5 12491",106,69,19,31,0,12,0,12,0,12,47,53,0,12,40,51
"12517","ZCTA5 12517",98,75,0,12,0,12,0,12,0,12,69,59,0,12,29,46
"12563","ZCTA5 12563",330,119,28,46,0,17,0,17,0,17,146,92,0,17,156,88
"12564","ZCTA5 12564",386,106,47,53,13,22,31,29,13,21,148,52,0,17,134,71
"12581","ZCTA5 12581",334,106,33,42,0,12,52,54,0,12,192,85,0,12,57,52
"12590","ZCTA5 12590",963,261,233,133,110,87,108,90,115,85,66,69,0,25,331,170
"12742","ZCTA5 12742",56,40,0,12,0,12,0,12,0,12,42,34,0,12,14,21
"12776","ZCTA5 12776",1286,165,0,12,0,12,21,27,0,12,1048,146,0,12,217,89
"11793","ZCTA5 11793",282,114,0,25,0,25,7,10,42,49,26,40,0,25,207,98
"11801","ZCTA5 11801",673,207,180,116,0,25,38,57,210,107,15,18,0,25,230,120
"11933","ZCTA5 11933",789,178,0,17,0,17,0,17,16,28,670,157,0,17,103,85
"11939","ZCTA5 11939",696,95,10,11,0,12,9,14,0,12,657,92,0,12,20,22
"11946","ZCTA5 11946",2841,295,0,19,0,19,27,44,0,19,2701,298,0,19,113,77
"11960","ZCTA5 11960",732,106,0,12,0,12,32,30,0,12,700,103,0,12,0,12
"11963","ZCTA5 11963",3206,329,40,29,0,17,79,70,45,73,2955,327,0,17,87,76
"11971","ZCTA5 11971",1782,258,87,98,44,70,0,17,0,17,1651,262,0,17,0,17
"11975","ZCTA5 11975",593,93,0,12,0,12,0,12,0,12,586,94,0,12,7,11
"11509","ZCTA5 11509",438,88,0,12,0,12,62,44,28,23,276,73,0,12,72,46
"11552","ZCTA5 11552",360,127,86,73,0,22,50,47,90,68,36,46,0,22,98,64
"11375","ZCTA5 11375",2827,495,338,157,226,151,349,178,278,151,264,100,40,57,1332,341
"11420","ZCTA5 11420",1200,232,93,64,6,9,111,60,22,35,168,93,37,43,763,195
"11435","ZCTA5 11435",925,217,214,132,0,28,77,56,98,67,65,50,0,28,471,150
"12786","ZCTA5 12786",678,141,39,44,0,12,0,12,0,12,563,140,0,12,76,38
"12790","ZCTA5 12790",1072,181,19,18,13,17,85,75,12,20,815,172,0,12,128,90
